Station Name,Measurement Timestamp,Air Temperature,Humidity,Barometric Pressure,Measurement ID,Reason for Failure
Oak Street Weather Station,,23.6,79,996.9,OakStreetWeatherStation201908040700,Missing critical fields: Measurement Timestamp
63rd Street Weather Station,,23.1,89,996.3,63rdStreetWeatherStation201908040800,Missing critical fields: Measurement Timestamp
Foster Weather Station,,22.06,78,995.6,FosterWeatherStation201908040800,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,23.4,78,997.1,OakStreetWeatherStation201908040800,Missing critical fields: Measurement Timestamp
63rd Street Weather Station,,23.5,89,995.6,63rdStreetWeatherStation201908041400,Missing critical fields: Measurement Timestamp
Foster Weather Station,,22.78,78,994.9,FosterWeatherStation201908041400,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,23.8,81,996.4,OakStreetWeatherStation201908041400,Missing critical fields: Measurement Timestamp
63rd Street Weather Station,,23.9,87,994.8,63rdStreetWeatherStation201908041600,Missing critical fields: Measurement Timestamp
Foster Weather Station,,23.5,75,994.6,FosterWeatherStation201908041600,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,24.5,76,995.6,OakStreetWeatherStation201908041600,Missing critical fields: Measurement Timestamp
63rd Street Weather Station,,23.4,89,994.2,63rdStreetWeatherStation201908042000,Missing critical fields: Measurement Timestamp
Foster Weather Station,,22.89,80,993.6,FosterWeatherStation201908042000,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,23.6,82,995.0,OakStreetWeatherStation201908042000,Missing critical fields: Measurement Timestamp
63rd Street Weather Station,,23.3,87,994.2,63rdStreetWeatherStation201908042100,Missing critical fields: Measurement Timestamp
Foster Weather Station,,22.5,82,993.9,FosterWeatherStation201908042100,Missing critical fields: Measurement Timestamp
63rd Street Weather Station,,16.5,90,999.6,63rdStreetWeatherStation201809302100,Missing critical fields: Measurement Timestamp
Foster Weather Station,,14.0,73,994.6,FosterWeatherStation201510080700,Missing critical fields: Measurement Timestamp
Foster Weather Station,,15.67,67,994.6,FosterWeatherStation201510080800,Missing critical fields: Measurement Timestamp
Foster Weather Station,,16.56,66,994.2,FosterWeatherStation201510080900,Missing critical fields: Measurement Timestamp
Foster Weather Station,,21.06,57,992.9,FosterWeatherStation201510081100,Missing critical fields: Measurement Timestamp
Foster Weather Station,,22.67,55,991.9,FosterWeatherStation201510081200,Missing critical fields: Measurement Timestamp
Foster Weather Station,,23.89,47,991.2,FosterWeatherStation201510081300,Missing critical fields: Measurement Timestamp
Foster Weather Station,,24.56,45,989.2,FosterWeatherStation201510081500,Missing critical fields: Measurement Timestamp
Foster Weather Station,,24.5,46,988.8,FosterWeatherStation201510081600,Missing critical fields: Measurement Timestamp
Foster Weather Station,,24.0,49,988.5,FosterWeatherStation201510081700,Missing critical fields: Measurement Timestamp
Foster Weather Station,,23.89,49,988.5,FosterWeatherStation201510081800,Missing critical fields: Measurement Timestamp
Foster Weather Station,,23.5,51,988.5,FosterWeatherStation201510081900,Missing critical fields: Measurement Timestamp
Foster Weather Station,,23.28,52,988.5,FosterWeatherStation201510082000,Missing critical fields: Measurement Timestamp
Foster Weather Station,,20.5,73,988.8,FosterWeatherStation201510082100,Missing critical fields: Measurement Timestamp
Foster Weather Station,,19.5,80,988.8,FosterWeatherStation201510082200,Missing critical fields: Measurement Timestamp
Foster Weather Station,,18.89,83,989.5,FosterWeatherStation201510082300,Missing critical fields: Measurement Timestamp
Foster Weather Station,,14.56,73,997.6,FosterWeatherStation201510082400,Missing critical fields: Measurement Timestamp
Foster Weather Station,,16.78,82,990.2,FosterWeatherStation201510090100,Missing critical fields: Measurement Timestamp
Foster Weather Station,,15.67,81,991.2,FosterWeatherStation201510090200,Missing critical fields: Measurement Timestamp
Foster Weather Station,,15.28,81,991.5,FosterWeatherStation201510090300,Missing critical fields: Measurement Timestamp
Foster Weather Station,,15.17,80,991.9,FosterWeatherStation201510090400,Missing critical fields: Measurement Timestamp
Foster Weather Station,,15.0,80,992.9,FosterWeatherStation201510090500,Missing critical fields: Measurement Timestamp
Foster Weather Station,,14.67,73,993.6,FosterWeatherStation201510090600,Missing critical fields: Measurement Timestamp
Foster Weather Station,,13.56,74,994.6,FosterWeatherStation201510090700,Missing critical fields: Measurement Timestamp
Foster Weather Station,,12.78,69,995.9,FosterWeatherStation201510090800,Missing critical fields: Measurement Timestamp
Foster Weather Station,,12.67,72,997.0,FosterWeatherStation201510090900,Missing critical fields: Measurement Timestamp
Foster Weather Station,,12.89,73,997.6,FosterWeatherStation201510091000,Missing critical fields: Measurement Timestamp
Foster Weather Station,,13.0,72,998.3,FosterWeatherStation201510091100,Missing critical fields: Measurement Timestamp
Foster Weather Station,,13.17,76,998.6,FosterWeatherStation201510091200,Missing critical fields: Measurement Timestamp
Foster Weather Station,,13.56,69,999.0,FosterWeatherStation201510091300,Missing critical fields: Measurement Timestamp
Foster Weather Station,,13.89,67,998.6,FosterWeatherStation201510091400,Missing critical fields: Measurement Timestamp
Foster Weather Station,,13.89,65,998.3,FosterWeatherStation201510091500,Missing critical fields: Measurement Timestamp
Foster Weather Station,,14.0,64,999.0,FosterWeatherStation201510091600,Missing critical fields: Measurement Timestamp
Foster Weather Station,,13.78,64,999.3,FosterWeatherStation201510091700,Missing critical fields: Measurement Timestamp
Foster Weather Station,,13.67,63,999.7,FosterWeatherStation201510091800,Missing critical fields: Measurement Timestamp
Foster Weather Station,,13.56,63,1000.0,FosterWeatherStation201510091900,Missing critical fields: Measurement Timestamp
Foster Weather Station,,13.56,66,1000.0,FosterWeatherStation201510092000,Missing critical fields: Measurement Timestamp
Foster Weather Station,,13.39,64,1000.3,FosterWeatherStation201510092100,Missing critical fields: Measurement Timestamp
Foster Weather Station,,13.5,64,1000.7,FosterWeatherStation201510092200,Missing critical fields: Measurement Timestamp
Foster Weather Station,,15.17,79,999.0,FosterWeatherStation201809302100,Missing critical fields: Measurement Timestamp
63rd Street Weather Station,,24.0,75,995.1,63rdStreetWeatherStation201908032000,Missing critical fields: Measurement Timestamp
Foster Weather Station,,23.78,72,994.2,FosterWeatherStation201908032000,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,26.5,39,995.7,OakStreetWeatherStation201908032000,Missing critical fields: Measurement Timestamp
63rd Street Weather Station,,24.1,73,995.4,63rdStreetWeatherStation201908042400,Missing critical fields: Measurement Timestamp
Foster Weather Station,,22.78,81,994.9,FosterWeatherStation201908042400,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,25.6,67,995.9,OakStreetWeatherStation201908042400,Missing critical fields: Measurement Timestamp
63rd Street Weather Station,,23.0,87,995.8,63rdStreetWeatherStation201908040500,Missing critical fields: Measurement Timestamp
Foster Weather Station,,22.0,84,994.9,FosterWeatherStation201908040500,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,23.2,80,996.5,OakStreetWeatherStation201908040500,Missing critical fields: Measurement Timestamp
63rd Street Weather Station,,23.2,88,996.4,63rdStreetWeatherStation201908040900,Missing critical fields: Measurement Timestamp
Foster Weather Station,,22.67,76,995.9,FosterWeatherStation201908040900,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,24.1,75,997.2,OakStreetWeatherStation201908040900,Missing critical fields: Measurement Timestamp
63rd Street Weather Station,,24.4,87,995.1,63rdStreetWeatherStation201908041500,Missing critical fields: Measurement Timestamp
Foster Weather Station,,23.39,74,994.6,FosterWeatherStation201908041500,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,24.3,79,995.9,OakStreetWeatherStation201908041500,Missing critical fields: Measurement Timestamp
63rd Street Weather Station,,23.9,86,994.6,63rdStreetWeatherStation201908041700,Missing critical fields: Measurement Timestamp
Foster Weather Station,,23.5,77,994.2,FosterWeatherStation201908041700,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,24.3,77,995.5,OakStreetWeatherStation201908041700,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,23.8,79,995.0,OakStreetWeatherStation201908042100,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,4.2,76,996.3,OakStreetWeatherStation202003241600,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,3.8,85,994.7,OakStreetWeatherStation202003242100,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,4.0,80,994.2,OakStreetWeatherStation202003242300,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,4.1,79,994.2,OakStreetWeatherStation202003252400,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,13.2,65,989.3,OakStreetWeatherStation202003252000,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,12.1,68,988.4,OakStreetWeatherStation202003260100,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,12.0,69,988.0,OakStreetWeatherStation202003260200,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,4.9,88,990.3,OakStreetWeatherStation202003261000,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,4.7,89,990.5,OakStreetWeatherStation202003261300,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,4.6,90,990.5,OakStreetWeatherStation202003261400,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,4.4,90,989.6,OakStreetWeatherStation202003261500,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,4.1,91,989.6,OakStreetWeatherStation202003261800,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,3.4,93,992.0,OakStreetWeatherStation202003262300,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,2.9,94,992.3,OakStreetWeatherStation202003270100,Missing critical fields: Measurement Timestamp
Oak Street Weather Station,,3.0,94,990.7,OakStreetWeatherStation202003270200,Missing critical fields: Measurement Timestamp
63rd Street Weather Station,,15.7,90,999.1,63rdStreetWeatherStation201809302200,Missing critical fields: Measurement Timestamp
Foster Weather Station,,13.56,58,1001.0,FosterWeatherStation201510092300,Missing critical fields: Measurement Timestamp
Foster Weather Station,,13.56,60,1001.0,FosterWeatherStation201510100100,Missing critical fields: Measurement Timestamp
Foster Weather Station,,13.17,59,1001.0,FosterWeatherStation201510100200,Missing critical fields: Measurement Timestamp
