Station Name,Measurement Timestamp,Air Temperature,Humidity,Barometric Pressure,Measurement ID,Reason for Failure
Foster Weather Station,08/03/2019 05:00:00 PM,24.67,61,994.9,,Missing critical fields: Measurement ID
Oak Street Weather Station,08/03/2019 05:00:00 PM,25.2,66,996.3,,Missing critical fields: Measurement ID
63rd Street Weather Station,08/03/2019 09:00:00 PM,24.5,72,995.1,,Missing critical fields: Measurement ID
Foster Weather Station,08/03/2019 09:00:00 PM,23.5,79,994.6,,Missing critical fields: Measurement ID
Oak Street Weather Station,08/03/2019 09:00:00 PM,27.2,37,995.9,,Missing critical fields: Measurement ID
63rd Street Weather Station,08/04/2019 01:00:00 AM,24.1,77,995.3,,Missing critical fields: Measurement ID
Foster Weather Station,08/04/2019 01:00:00 AM,22.89,77,995.3,,Missing critical fields: Measurement ID
Oak Street Weather Station,08/04/2019 01:00:00 AM,24.5,76,996.4,,Missing critical fields: Measurement ID
63rd Street Weather Station,08/04/2019 02:00:00 AM,23.8,83,995.3,,Missing critical fields: Measurement ID
Foster Weather Station,08/04/2019 02:00:00 AM,22.67,70,994.6,,Missing critical fields: Measurement ID
Oak Street Weather Station,08/04/2019 02:00:00 AM,25.1,60,996.0,,Missing critical fields: Measurement ID
63rd Street Weather Station,08/04/2019 03:00:00 AM,23.4,83,995.4,,Missing critical fields: Measurement ID
63rd Street Weather Station,09/30/2018 06:00:00 PM,16.6,91,999.2,,Missing critical fields: Measurement ID
Foster Weather Station,10/03/2015 12:00:00 AM,11.5,57,1002.4,,Missing critical fields: Measurement ID
Foster Weather Station,10/04/2015 02:00:00 AM,10.06,82,999.0,,Missing critical fields: Measurement ID
Foster Weather Station,10/04/2015 03:00:00 AM,10.06,81,998.6,,Missing critical fields: Measurement ID
Foster Weather Station,10/04/2015 04:00:00 AM,10.17,83,998.6,,Missing critical fields: Measurement ID
Foster Weather Station,10/04/2015 05:00:00 AM,10.28,81,999.3,,Missing critical fields: Measurement ID
Foster Weather Station,10/04/2015 06:00:00 AM,10.5,83,999.0,,Missing critical fields: Measurement ID
Foster Weather Station,10/04/2015 07:00:00 AM,10.56,83,999.0,,Missing critical fields: Measurement ID
Foster Weather Station,10/04/2015 08:00:00 AM,11.0,83,999.7,,Missing critical fields: Measurement ID
Foster Weather Station,10/04/2015 12:00:00 AM,9.89,81,999.0,,Missing critical fields: Measurement ID
Foster Weather Station,10/05/2015 10:00:00 AM,13.5,88,999.7,,Missing critical fields: Measurement ID
Foster Weather Station,10/05/2015 11:00:00 AM,13.67,86,999.7,,Missing critical fields: Measurement ID
Foster Weather Station,10/05/2015 12:00:00 PM,14.0,86,999.7,,Missing critical fields: Measurement ID
Foster Weather Station,10/05/2015 01:00:00 PM,14.06,85,999.3,,Missing critical fields: Measurement ID
Foster Weather Station,10/05/2015 02:00:00 PM,14.06,85,998.6,,Missing critical fields: Measurement ID
Foster Weather Station,10/05/2015 03:00:00 PM,14.0,86,998.0,,Missing critical fields: Measurement ID
Foster Weather Station,10/05/2015 04:00:00 PM,14.17,85,998.0,,Missing critical fields: Measurement ID
Foster Weather Station,10/05/2015 05:00:00 PM,14.06,85,998.0,,Missing critical fields: Measurement ID
Foster Weather Station,10/05/2015 06:00:00 PM,14.06,86,998.0,,Missing critical fields: Measurement ID
Foster Weather Station,10/05/2015 07:00:00 PM,14.06,87,998.6,,Missing critical fields: Measurement ID
Foster Weather Station,10/05/2015 09:00:00 PM,14.0,85,998.6,,Missing critical fields: Measurement ID
Foster Weather Station,10/05/2015 10:00:00 PM,13.89,86,998.6,,Missing critical fields: Measurement ID
Foster Weather Station,10/05/2015 11:00:00 PM,14.0,87,998.3,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 01:00:00 AM,14.0,88,998.0,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 02:00:00 AM,14.0,87,998.0,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 03:00:00 AM,14.06,88,998.0,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 04:00:00 AM,13.89,89,997.3,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 05:00:00 AM,13.78,89,997.6,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 06:00:00 AM,13.78,89,998.0,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 07:00:00 AM,13.78,87,998.3,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 08:00:00 AM,14.06,86,998.6,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 09:00:00 AM,14.06,87,999.0,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 10:00:00 AM,14.39,85,999.0,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 11:00:00 AM,14.78,82,999.0,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 12:00:00 PM,14.78,82,999.0,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 01:00:00 PM,15.0,79,998.6,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 02:00:00 PM,15.67,79,998.0,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 03:00:00 PM,16.06,77,997.3,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 04:00:00 PM,16.67,73,997.3,,Missing critical fields: Measurement ID
Foster Weather Station,09/30/2018 06:00:00 PM,15.39,81,998.6,,Missing critical fields: Measurement ID
63rd Street Weather Station,08/03/2019 10:00:00 AM,23.0,79,997.9,,Missing critical fields: Measurement ID
Foster Weather Station,08/03/2019 10:00:00 AM,22.0,77,997.3,,Missing critical fields: Measurement ID
Oak Street Weather Station,08/03/2019 10:00:00 AM,23.2,79,998.7,,Missing critical fields: Measurement ID
63rd Street Weather Station,08/03/2019 03:00:00 PM,24.3,70,996.2,,Missing critical fields: Measurement ID
Foster Weather Station,08/03/2019 03:00:00 PM,24.5,59,995.9,,Missing critical fields: Measurement ID
Oak Street Weather Station,08/03/2019 03:00:00 PM,25.1,59,997.1,,Missing critical fields: Measurement ID
63rd Street Weather Station,08/03/2019 06:00:00 PM,25.1,75,994.8,,Missing critical fields: Measurement ID
Foster Weather Station,08/03/2019 06:00:00 PM,24.67,62,994.2,,Missing critical fields: Measurement ID
Oak Street Weather Station,08/03/2019 06:00:00 PM,26.2,63,995.6,,Missing critical fields: Measurement ID
63rd Street Weather Station,08/03/2019 10:00:00 PM,24.5,70,995.6,,Missing critical fields: Measurement ID
Foster Weather Station,08/03/2019 10:00:00 PM,23.28,70,995.3,,Missing critical fields: Measurement ID
Oak Street Weather Station,08/03/2019 10:00:00 PM,26.8,43,996.4,,Missing critical fields: Measurement ID
Foster Weather Station,08/04/2019 03:00:00 AM,22.5,73,994.6,,Missing critical fields: Measurement ID
Oak Street Weather Station,08/04/2019 03:00:00 AM,24.5,62,996.0,,Missing critical fields: Measurement ID
Oak Street Weather Station,03/24/2020 01:00:00 PM,3.8,78,998.4,,Missing critical fields: Measurement ID
Oak Street Weather Station,03/24/2020 03:00:00 PM,4.5,73,996.9,,Missing critical fields: Measurement ID
Oak Street Weather Station,03/24/2020 08:00:00 PM,4.0,84,994.8,,Missing critical fields: Measurement ID
Oak Street Weather Station,03/25/2020 02:00:00 AM,3.9,81,994.0,,Missing critical fields: Measurement ID
Oak Street Weather Station,03/25/2020 06:00:00 AM,4.4,78,993.8,,Missing critical fields: Measurement ID
Oak Street Weather Station,03/25/2020 10:00:00 AM,6.8,74,993.5,,Missing critical fields: Measurement ID
Oak Street Weather Station,03/25/2020 01:00:00 PM,13.1,53,992.7,,Missing critical fields: Measurement ID
Oak Street Weather Station,03/25/2020 02:00:00 PM,14.8,50,992.0,,Missing critical fields: Measurement ID
Oak Street Weather Station,03/25/2020 04:00:00 PM,13.7,53,991.0,,Missing critical fields: Measurement ID
Oak Street Weather Station,03/25/2020 07:00:00 PM,13.3,62,989.9,,Missing critical fields: Measurement ID
Oak Street Weather Station,03/26/2020 12:00:00 AM,12.7,65,988.6,,Missing critical fields: Measurement ID
Oak Street Weather Station,03/26/2020 06:00:00 AM,10.2,77,989.1,,Missing critical fields: Measurement ID
Oak Street Weather Station,03/26/2020 09:00:00 AM,11.8,70,989.9,,Missing critical fields: Measurement ID
63rd Street Weather Station,06/01/2020 11:00:00 AM,19.4,50,1002.5,,Missing critical fields: Measurement ID
Oak Street Weather Station,06/01/2020 11:00:00 AM,19.5,45,1002.8,,Missing critical fields: Measurement ID
63rd Street Weather Station,06/01/2020 08:00:00 PM,23.0,45,993.9,,Missing critical fields: Measurement ID
Oak Street Weather Station,06/01/2020 08:00:00 PM,23.6,39,994.3,,Missing critical fields: Measurement ID
63rd Street Weather Station,06/02/2020 01:00:00 AM,20.7,55,993.5,,Missing critical fields: Measurement ID
Oak Street Weather Station,06/02/2020 01:00:00 AM,21.7,54,993.5,,Missing critical fields: Measurement ID
63rd Street Weather Station,06/02/2020 03:00:00 AM,20.5,59,992.5,,Missing critical fields: Measurement ID
63rd Street Weather Station,09/30/2018 07:00:00 PM,16.5,89,999.5,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 05:00:00 PM,15.67,76,997.0,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 06:00:00 PM,15.06,80,996.6,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 07:00:00 PM,14.56,84,996.3,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 08:00:00 PM,14.56,85,996.6,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 09:00:00 PM,14.39,86,996.6,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 10:00:00 PM,15.39,78,996.6,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 11:00:00 PM,15.39,78,996.6,,Missing critical fields: Measurement ID
Foster Weather Station,10/06/2015 12:00:00 AM,14.0,88,998.0,,Missing critical fields: Measurement ID
Foster Weather Station,10/07/2015 01:00:00 AM,15.39,79,996.3,,Missing critical fields: Measurement ID
Foster Weather Station,10/07/2015 02:00:00 AM,15.39,80,995.9,,Missing critical fields: Measurement ID
Foster Weather Station,10/07/2015 03:00:00 AM,15.28,82,995.9,,Missing critical fields: Measurement ID
