Station Name,Measurement Timestamp,Air Temperature,Humidity,Barometric Pressure,Measurement ID,Reason for Failure
Foster Weather Station,09/14/2015 07:00:00 PM,26.06,,994.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/14/2015 08:00:00 PM,25.0,,994.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/14/2015 09:00:00 PM,24.06,,994.9,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/14/2015 10:00:00 PM,23.28,,995.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/14/2015 11:00:00 PM,22.56,,996.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/14/2015 12:00:00 AM,16.89,,993.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 01:00:00 AM,21.28,,996.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 02:00:00 AM,20.78,,997.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 03:00:00 AM,20.28,,997.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 04:00:00 AM,19.89,,998.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 05:00:00 AM,19.39,,998.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 06:00:00 AM,18.78,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 07:00:00 AM,18.78,,999.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 08:00:00 AM,19.5,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 09:00:00 AM,20.67,,1000.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 10:00:00 AM,22.17,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 11:00:00 AM,23.28,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 12:00:00 PM,25.0,,1000.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 01:00:00 PM,25.89,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/28/2018 10:00:00 PM,10.1,,1002.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2018 10:00:00 PM,9.5,,1001.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2018 02:00:00 AM,8.17,,1002.7,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/29/2018 03:00:00 AM,9.0,,1004.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2018 03:00:00 AM,7.67,,1003.4,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,07/31/2019 02:00:00 PM,21.0,,1001.5,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,05/31/2020 06:00:00 AM,12.6,,1005.3,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,05/31/2020 06:00:00 AM,12.3,,1006.3,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,05/31/2020 09:00:00 AM,12.2,,1006.8,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,05/31/2020 09:00:00 AM,12.3,,1007.8,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,05/31/2020 11:00:00 AM,12.7,,1006.9,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,05/31/2020 11:00:00 AM,12.2,,1007.8,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,05/31/2020 12:00:00 PM,12.5,,1006.7,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,05/31/2020 12:00:00 PM,12.4,,1007.5,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,05/31/2020 02:00:00 PM,12.6,,1006.1,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,05/31/2020 02:00:00 PM,12.4,,1006.6,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,05/31/2020 04:00:00 PM,13.7,,1004.7,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,05/31/2020 04:00:00 PM,13.0,,1005.5,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,05/31/2020 07:00:00 PM,14.6,,1003.4,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,05/31/2020 07:00:00 PM,13.9,,1004.1,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,05/31/2020 08:00:00 PM,14.6,,1003.5,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,05/31/2020 08:00:00 PM,14.3,,1004.1,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,05/31/2020 09:00:00 PM,15.1,,1003.2,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,05/31/2020 09:00:00 PM,14.9,,1003.8,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,05/31/2020 11:00:00 PM,15.8,,1002.8,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,05/31/2020 11:00:00 PM,16.1,,1003.5,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/01/2020 12:00:00 AM,15.4,,1003.1,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/01/2020 12:00:00 AM,16.2,,1003.6,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/01/2020 02:00:00 AM,14.3,,1003.4,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/01/2020 02:00:00 AM,16.4,,1003.8,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/01/2020 03:00:00 AM,14.3,,1003.2,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/01/2020 03:00:00 AM,16.4,,1003.8,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,06/01/2020 04:00:00 AM,13.5,,1003.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,06/01/2020 04:00:00 AM,16.8,,1003.6,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/28/2018 11:00:00 PM,9.7,,1003.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/28/2018 11:00:00 PM,9.17,,1002.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/29/2018 04:00:00 AM,8.8,,1004.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2018 04:00:00 AM,7.39,,1003.4,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/29/2018 05:00:00 AM,8.2,,1004.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2018 05:00:00 AM,7.17,,1003.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 02:00:00 PM,27.0,,999.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 03:00:00 PM,27.39,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 04:00:00 PM,28.06,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 05:00:00 PM,27.06,,998.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 06:00:00 PM,26.78,,998.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 07:00:00 PM,25.78,,998.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 08:00:00 PM,24.5,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 09:00:00 PM,24.67,,999.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 10:00:00 PM,24.17,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 11:00:00 PM,23.0,,1000.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/15/2015 12:00:00 AM,21.89,,996.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/16/2015 01:00:00 AM,21.5,,1000.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/16/2015 02:00:00 AM,20.89,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/16/2015 03:00:00 AM,20.17,,999.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/16/2015 04:00:00 AM,20.17,,999.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/16/2015 05:00:00 AM,19.39,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/16/2015 06:00:00 AM,18.06,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/16/2015 07:00:00 AM,18.5,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/16/2015 08:00:00 AM,19.56,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/16/2015 09:00:00 AM,20.67,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/16/2015 10:00:00 AM,22.67,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/16/2015 11:00:00 AM,24.78,,1000.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/16/2015 12:00:00 PM,25.5,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/16/2015 01:00:00 PM,26.5,,999.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/16/2015 02:00:00 PM,27.28,,998.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/16/2015 03:00:00 PM,27.78,,997.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/16/2015 04:00:00 PM,27.78,,997.0,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/16/2015 05:00:00 PM,27.89,,996.6,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/16/2015 06:00:00 PM,27.5,,996.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/16/2015 07:00:00 PM,26.78,,996.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/16/2015 08:00:00 PM,25.78,,996.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/16/2015 09:00:00 PM,25.0,,996.3,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,09/29/2018 06:00:00 AM,8.0,,1005.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,09/29/2018 06:00:00 AM,7.06,,1004.4,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,07/31/2019 03:00:00 PM,20.7,,1000.5,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,07/31/2019 03:00:00 PM,20.78,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,07/31/2019 03:00:00 PM,21.4,,1001.4,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,07/31/2019 04:00:00 PM,20.8,,1000.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,07/31/2019 04:00:00 PM,20.78,,999.7,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,07/31/2019 04:00:00 PM,21.5,,1001.1,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,07/31/2019 05:00:00 PM,20.7,,999.3,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,07/31/2019 05:00:00 PM,20.5,,999.0,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,07/31/2019 05:00:00 PM,20.9,,1000.4,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,07/31/2019 07:00:00 PM,20.9,,999.2,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,07/31/2019 07:00:00 PM,20.56,,998.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,07/31/2019 07:00:00 PM,21.4,,1000.0,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,07/31/2019 08:00:00 PM,21.0,,998.7,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,07/31/2019 08:00:00 PM,20.28,,998.3,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,07/31/2019 08:00:00 PM,21.6,,999.8,,"Missing critical fields: Measurement ID, Humidity"
63rd Street Weather Station,07/31/2019 09:00:00 PM,21.2,,999.4,,"Missing critical fields: Measurement ID, Humidity"
Foster Weather Station,07/31/2019 09:00:00 PM,20.28,,998.6,,"Missing critical fields: Measurement ID, Humidity"
Oak Street Weather Station,07/31/2019 09:00:00 PM,21.7,,1000.2,,"Missing critical fields: Measurement ID, Humidity"
